age,typeof_contact,city_tier,duration_of_pitch,occupation,gender,number_of_person_visiting,number_of_followups,product_pitched,preferred_property_star,number_of_trips,passport,pitch_satisfaction_score,designation,monthly_income,prod_taken,marital_status,car_ownership,children
130.0,Company Invited,2,1020.0,Small Business,female,2.0,4.0,super deluxe,5.0,5.0,0,1,avp,360000.0,0,Married,Car Ownership,No Children
40.0,Self Enquiry,2,660.0,Small Business,male,2.0,4.0,standard,4.0,5.0,0,2,senior manager,406095.0,0,Divorced,Car Ownership,No Children
49.0,Company Invited,2,780.0,Salaried,female,2.0,4.0,standard,4.0,2.0,0,1,senior manager,363660.0,0,Married,No Car Ownership,1 Children
50.0,Company Invited,2,960.0,Small Business,female,2.0,4.0,super deluxe,5.0,2.0,0,2,avp,480000.0,0,Single,No Car Ownership,No Children
49.0,Self Enquiry,2,600.0,Salaried,male,2.0,4.0,super deluxe,4.0,7.0,0,2,avp,474390.0,0,Married,No Car Ownership,1 Children
44.0,Self Enquiry,2,540.0,Large Business,female,2.0,4.0,standard,4.0,2.0,0,1,senior manager,424005.0,0,Unmarried,Car Ownership,1 Children
44.0,Company Invited,3,1200.0,Salaried,female,2.0,4.0,standard,4.0,2.0,0,1,senior manager,381015.0,0,Unmarried,Car Ownership,1 Children
26.0,Self Enquiry,2,660.0,Salaried,female,2.0,4.0,basic,4.0,2.0,0,2,executive,304320.0,1,Single,Car Ownership,No Children
23.0,Company Invited,2,420.0,Salaried,male,2.0,4.0,basic,5.0,3.0,1,2,executive,351945.0,0,Single,Car Ownership,No Children
53.0,Self Enquiry,2,420.0,Salaried,male,2.0,4.0,standard,4.0,5.0,1,2,senior manager,381840.0,0,Single,Car Ownership,1 Children
50.0,Self Enquiry,2,540.0,Salaried,female,2.0,4.0,deluxe,4.0,1.0,1,2,manager,274425.0,1,Single,Car Ownership,1 Children
37.0,Company Invited,1,840.0,Salaried,male,2.0,3.0,basic,4.0,1.0,0,2,executive,300000.0,0,Married,Car Ownership,1 Children
49.0,Company Invited,1,600.0,Salaried,female,2.0,4.0,standard,4.0,2.0,0,1,senior manager,372240.0,0,Married,Car Ownership,1 Children
45.0,Self Enquiry,1,600.0,Salaried,female,2.0,5.0,deluxe,5.0,3.0,0,1,manager,354690.0,0,Divorced,Car Ownership,1 Children
31.0,Self Enquiry,1,300.0,Small Business,male,2.0,4.0,standard,4.0,2.0,0,1,senior manager,400000.0,0,Unmarried,Car Ownership,1 Children
34.0,Company Invited,1,660.0,Small Business,male,2.0,4.0,basic,4.0,5.0,0,1,executive,284115.0,0,Divorced,No Car Ownership,1 Children
53.0,Self Enquiry,1,660.0,Salaried,female,2.0,5.0,standard,4.0,2.0,0,1,senior manager,364335.0,0,Married,Car Ownership,No Children
42.0,Self Enquiry,1,660.0,Salaried,male,2.0,4.0,standard,4.0,5.0,0,2,senior manager,460000.0,0,Divorced,Car Ownership,1 Children
46.0,Self Enquiry,1,360.0,Small Business,male,2.0,4.0,standard,4.0,2.0,0,2,senior manager,390255.0,0,Unmarried,Car Ownership,1 Children
29.0,Company Invited,1,900.0,Small Business,male,2.0,4.0,deluxe,5.0,3.0,0,2,manager,351060.0,0,Unmarried,Car Ownership,1 Children
43.0,Self Enquiry,1,1500.0,Large Business,female,2.0,4.0,standard,4.0,5.0,0,2,senior manager,431925.0,1,Unmarried,Car Ownership,No Children
36.0,Self Enquiry,1,540.0,Large Business,female,2.0,4.0,basic,5.0,7.0,0,1,executive,315735.0,1,Unmarried,No Car Ownership,1 Children
46.0,Self Enquiry,1,360.0,Large Business,female,2.0,4.0,standard,4.0,2.0,0,2,senior manager,349005.0,0,Unmarried,Car Ownership,No Children
26.0,Self Enquiry,1,1380.0,Small Business,male,2.0,4.0,deluxe,4.0,3.0,0,2,manager,351840.0,0,Divorced,Car Ownership,1 Children
55.0,Self Enquiry,1,480.0,Large Business,male,2.0,4.0,standard,4.0,2.0,1,1,senior manager,370000.0,0,Unmarried,Car Ownership,No Children
39.0,Self Enquiry,3,1740.0,Small Business,female,3.0,1.0,basic,5.0,2.0,0,2,executive,314085.0,0,Married,No Car Ownership,2 Children
44.0,Company Invited,1,2100.0,Salaried,female,3.0,2.0,deluxe,4.0,2.0,0,2,manager,350000.0,0,Unmarried,Car Ownership,2 Children
40.0,Self Enquiry,1,540.0,Salaried,female,3.0,2.0,deluxe,4.0,5.0,0,1,manager,318300.0,0,Divorced,Car Ownership,2 Children
30.0,Company Invited,3,1560.0,Salaried,male,3.0,3.0,deluxe,3.0,5.0,0,4,manager,340000.0,0,Divorced,Car Ownership,1 Children
39.0,Self Enquiry,2,840.0,Small Business,male,2.0,5.0,deluxe,5.0,3.0,0,2,manager,411645.0,0,Single,Car Ownership,No Children
31.0,Self Enquiry,2,1380.0,Salaried,male,2.0,5.0,super deluxe,4.0,3.0,0,1,avp,539310.0,0,Single,Car Ownership,1 Children
28.0,Self Enquiry,2,900.0,Large Business,male,2.0,5.0,basic,5.0,7.0,0,2,executive,259410.0,1,Single,Car Ownership,1 Children
28.0,Company Invited,3,840.0,Small Business,female,2.0,5.0,standard,5.0,3.0,0,2,senior manager,393150.0,0,Single,No Car Ownership,1 Children
26.0,Company Invited,2,900.0,Large Business,male,2.0,5.0,basic,5.0,7.0,1,2,executive,268050.0,0,Single,No Car Ownership,1 Children
48.0,Company Invited,1,540.0,Large Business,female,2.0,5.0,standard,5.0,2.0,0,1,senior manager,357495.0,0,Single,Car Ownership,1 Children
50.0,Self Enquiry,2,780.0,Salaried,male,3.0,4.0,standard,4.0,2.0,0,2,senior manager,400000.0,0,Divorced,Car Ownership,2 Children
30.0,Self Enquiry,2,600.0,Small Business,male,4.0,5.0,standard,4.0,2.0,0,1,senior manager,457770.0,0,Unmarried,Car Ownership,3 Children
32.0,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,super deluxe,5.0,5.0,0,2,avp,435990.0,0,Divorced,Car Ownership,2 Children
48.0,Self Enquiry,2,780.0,Salaried,female,3.0,400.0,standard,5.0,2.0,0,1,senior manager,440505.0,0,Divorced,Car Ownership,2 Children
38.0,Self Enquiry,3,1860.0,Small Business,female,4.0,4.0,standard,4.0,2.0,0,1,senior manager,407130.0,0,Divorced,Car Ownership,3 Children
41.0,Company Invited,2,540.0,Small Business,female,3.0,4.0,standard,4.0,2.0,0,2,senior manager,420600.0,0,Single,Car Ownership,2 Children
38.0,Company Invited,2,840.0,Small Business,male,3.0,4.0,deluxe,4.0,8.0,0,2,manager,328140.0,0,Married,Car Ownership,2 Children
51.0,Company Invited,2,600.0,Small Business,male,3.0,4.0,basic,4.0,6.0,0,1,executive,326970.0,0,Single,Car Ownership,2 Children
50.0,Self Enquiry,2,1620.0,Salaried,female,3.0,4.0,standard,4.0,2.0,0,2,senior manager,371565.0,0,Married,Car Ownership,2 Children
42.0,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,king,5.0,,0,2,senior manager,456135.0,0,Married,Car Ownership,2 Children
47.0,Self Enquiry,2,780.0,Salaried,male,3.0,4.0,standard,4.0,2.0,0,2,senior manager,500000.0,0,Married,Car Ownership,2 Children
40.0,Self Enquiry,2,960.0,Small Business,male,4.0,4.0,standard,4.0,7.0,0,2,senior manager,397710.0,0,Married,Car Ownership,3 Children
29.0,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,standard,4.0,1.0,0,2,vp,382950.0,0,Married,Car Ownership,2 Children
47.0,Self Enquiry,2,960.0,Salaried,male,3.0,4.0,deluxe,4.0,7.0,0,1,manager,322050.0,0,Married,Car Ownership,2 Children
39.0,Company Invited,3,660.0,Large Business,male,4.0,4.0,basic,4.0,2.0,0,1,executive,314265.0,0,Single,No Car Ownership,3 Children
33.0,Self Enquiry,2,960.0,Large Business,male,4.0,4.0,basic,4.0,2.0,0,2,executive,316950.0,1,Single,Car Ownership,3 Children
31.0,Self Enquiry,2,360.0,Small Business,male,4.0,4.0,standard,4.0,2.0,0,2,senior manager,468645.0,0,Married,No Car Ownership,3 Children
49.0,Self Enquiry,1,540.0,Small Business,male,2.0,5.0,standard,4.0,2.0,1,2,senior manager,350700.0,0,Unmarried,Car Ownership,1 Children
50.0,Self Enquiry,3,1620.0,Small Business,male,3.0,4.0,deluxe,4.0,2.0,1,2,manager,400000.0,1,Unmarried,Car Ownership,2 Children
34.0,Self Enquiry,1,480.0,Small Business,female,4.0,4.0,deluxe,5.0,3.0,0,2,manager,393690.0,0,Married,Car Ownership,3 Children
55.0,Self Enquiry,1,480.0,Salaried,female,3.0,4.0,deluxe,5.0,7.0,0,2,manager,353940.0,0,Divorced,No Car Ownership,2 Children
32.0,Self Enquiry,1,540.0,Large Business,male,3.0,5.0,basic,4.0,3.0,0,2,executive,254490.0,0,Single,No Car Ownership,2 Children
46.0,Self Enquiry,1,480.0,Small Business,male,4.0,4.0,basic,5.0,3.0,0,2,executive,310000.0,1,Single,Car Ownership,3 Children
41.0,Self Enquiry,1,1800.0,Salaried,female,3.0,3.0,deluxe,3.0,5.0,0,4,manager,,0,Married,Car Ownership,1 Children
37.0,Company Invited,2,540.0,Small Business,male,2.0,3.0,deluxe,5.0,3.0,0,3,manager,340245.0,0,Unmarried,No Car Ownership,1 Children
36.0,Self Enquiry,2,1320.0,Small Business,male,2.0,3.0,deluxe,4.0,6.0,0,3,manager,343920.0,1,Married,Car Ownership,1 Children
40.0,Company Invited,2,540.0,Small Business,male,3.0,3.0,deluxe,4.0,1.0,0,3,manager,312465.0,0,Divorced,Car Ownership,2 Children
43.0,Self Enquiry,3,840.0,Small Business,male,3.0,3.0,super deluxe,5.0,5.0,0,3,avp,512595.0,0,Divorced,Car Ownership,2 Children
43.0,Self Enquiry,2,540.0,Small Business,male,3.0,3.0,super deluxe,4.0,2.0,0,3,avp,550620.0,0,Divorced,Car Ownership,2 Children
31.0,Self Enquiry,3,1020.0,Small Business,female,3.0,3.0,basic,4.0,1.0,0,3,executive,262890.0,1,Married,Car Ownership,2 Children
34.0,Self Enquiry,2,780.0,Small Business,male,2.0,3.0,standard,4.0,2.0,0,3,senior manager,426510.0,0,Married,Car Ownership,1 Children
28.0,Self Enquiry,3,,Small Business,male,3.0,3.0,deluxe,5.0,3.0,0,4,manager,290000.0,0,Unmarried,No Car Ownership,2 Children
31.0,Self Enquiry,2,1380.0,Salaried,male,2.0,3.0,deluxe,4.0,1.0,0,3,manager,319050.0,0,Married,Car Ownership,1 Children
50.0,Self Enquiry,2,600.0,Salaried,male,3.0,3.0,standard,4.0,5.0,0,3,senior manager,357600.0,0,Married,Car Ownership,2 Children
46.0,Company Invited,2,480.0,Salaried,male,2.0,3.0,deluxe,5.0,3.0,0,3,manager,342330.0,0,Married,Car Ownership,1 Children
49.0,Self Enquiry,2,840.0,Salaried,male,3.0,3.0,standard,4.0,3.0,0,3,senior manager,366270.0,0,Married,Car Ownership,2 Children
49.0,Company Invited,3,960.0,Salaried,male,3.0,3.0,super deluxe,4.0,1.0,0,4,avp,459630.0,1,Single,Car Ownership,2 Children
36.0,Company Invited,3,660.0,Salaried,male,3.0,3.0,standard,4.0,2.0,0,3,senior manager,340000.0,0,Divorced,Car Ownership,2 Children
29.0,Self Enquiry,2,420.0,Salaried,male,3.0,3.0,standard,4.0,1.0,0,3,senior manager,440460.0,0,Married,Car Ownership,2 Children
40.0,Self Enquiry,1,,Small Business,male,2.0,3.0,deluxe,4.0,1.0,0,5,avp,,0,Married,Car Ownership,1 Children
42.0,Self Enquiry,1,540.0,Large Business,male,2.0,3.0,basic,4.0,1.0,0,4,executive,266205.0,0,Married,Car Ownership,1 Children
35.0,Self Enquiry,1,840.0,Small Business,female,2.0,3.0,deluxe,4.0,2.0,0,3,manager,422040.0,0,Married,Car Ownership,1 Children
57.0,Company Invited,1,600.0,Small Business,male,2.0,3.0,standard,4.0,1.0,0,5,senior manager,410685.0,0,Unmarried,No Car Ownership,1 Children
45.0,Company Invited,1,,Small Business,female,2.0,3.0,deluxe,4.0,5.0,0,4,manager,309645.0,0,Divorced,Car Ownership,1 Children
49.0,Company Invited,1,780.0,Salaried,female,3.0,3.0,standard,4.0,4.0,0,4,senior manager,400000.0,0,Unmarried,Car Ownership,2 Children
33.0,Self Enquiry,1,780.0,Salaried,female,3.0,4.0,basic,4.0,1.0,0,4,executive,309300.0,0,Married,Car Ownership,2 Children
31.0,Self Enquiry,1,780.0,Salaried,female,2.0,4.0,deluxe,4.0,2.0,0,3,manager,351765.0,0,Unmarried,No Car Ownership,1 Children
52.0,Company Invited,1,900.0,Salaried,female,2.0,3.0,standard,4.0,2.0,0,5,senior manager,400000.0,0,Unmarried,Car Ownership,1 Children
,Company Invited,1,1500.0,Salaried,male,2.0,3.0,deluxe,4.0,5.0,0,4,manager,,0,Married,No Car Ownership,1 Children
55.0,Self Enquiry,1,540.0,Salaried,male,3.0,3.0,super deluxe,3.0,2.0,0,4,avp,470000.0,0,Divorced,Car Ownership,1 Children
31.0,Self Enquiry,2,420.0,Small Business,male,3.0,5.0,standard,4.0,2.0,0,1,senior manager,368775.0,0,Unmarried,Car Ownership,2 Children
33.0,Company Invited,2,2100.0,Small Business,female,4.0,5.0,deluxe,4.0,2.0,0,2,manager,369135.0,0,Unmarried,Car Ownership,3 Children
29.0,Company Invited,3,1620.0,Salaried,male,4.0,5.0,standard,4.0,2.0,0,2,senior manager,374595.0,0,Unmarried,Car Ownership,3 Children
48.0,Self Enquiry,2,480.0,Small Business,female,3.0,5.0,deluxe,4.0,2.0,0,2,manager,429915.0,0,Married,Car Ownership,2 Children
26.0,Company Invited,2,1020.0,Large Business,male,3.0,5.0,basic,4.0,2.0,0,2,executive,320160.0,1,Single,Car Ownership,2 Children
49.0,Self Enquiry,3,480.0,Small Business,male,4.0,5.0,standard,5.0,7.0,0,1,senior manager,426375.0,0,Single,Car Ownership,3 Children
37.0,Company Invited,1,420.0,Salaried,female,3.0,5.0,standard,4.0,3.0,0,2,senior manager,400000.0,1,Married,Car Ownership,2 Children
38.0,Self Enquiry,1,840.0,Salaried,male,3.0,5.0,basic,5.0,3.0,0,2,executive,359160.0,1,Married,Car Ownership,2 Children
50.0,Self Enquiry,1,900.0,Small Business,female,4.0,5.0,basic,5.0,3.0,0,2,avp,523815.0,0,Single,Car Ownership,3 Children
47.0,Self Enquiry,1,1860.0,Salaried,male,3.0,5.0,super deluxe,5.0,3.0,1,2,avp,547290.0,0,Married,Car Ownership,2 Children
48.0,Self Enquiry,2,1200.0,Small Business,male,4.0,4.0,king,5.0,,0,2,senior manager,486015.0,0,Divorced,Car Ownership,3 Children
48.0,Self Enquiry,3,600.0,Salaried,female,3.0,5.0,standard,4.0,7.0,0,2,senior manager,366000.0,0,Unmarried,Car Ownership,No Children
51.0,Company Invited,2,840.0,Salaried,male,3.0,4.0,standard,4.0,1.0,0,1,senior manager,500000.0,1,Married,Car Ownership,1 Children
50.0,Self Enquiry,3,660.0,Salaried,female,3.0,5.0,standard,4.0,4.0,0,1,senior manager,425100.0,0,Married,Car Ownership,No Children
41.0,Self Enquiry,2,600.0,Small Business,male,3.0,4.0,deluxe,4.0,2.0,0,1,manager,312885.0,0,Divorced,Car Ownership,No Children
32.0,Company Invited,3,900.0,Small Business,male,3.0,4.0,standard,4.0,6.0,0,2,senior manager,416310.0,0,Married,Car Ownership,1 Children
21.0,Company Invited,2,780.0,Salaried,male,3.0,4.0,basic,4.0,1.0,0,2,senior manager,313815.0,0,Single,Car Ownership,No Children
36.0,Company Invited,2,480.0,Small Business,male,3.0,4.0,standard,4.0,2.0,0,2,senior manager,341250.0,0,Divorced,Car Ownership,1 Children
20.0,Self Enquiry,2,600.0,Small Business,male,3.0,4.0,basic,4.0,2.0,0,2,executive,353100.0,0,Unmarried,Car Ownership,1 Children
24.0,Company Invited,2,420.0,Small Business,female,3.0,4.0,super deluxe,4.0,1.0,0,2,avp,479445.0,1,Divorced,Car Ownership,No Children
50.0,Company Invited,3,,Small Business,female,2.0,3.0,deluxe,5.0,1.0,0,4,manager,296400.0,0,Single,Car Ownership,No Children
35.0,Self Enquiry,1,660.0,Salaried,male,3.0,5.0,standard,4.0,2.0,0,2,senior manager,459570.0,0,Married,Car Ownership,1 Children
45.0,Company Invited,1,720.0,Small Business,female,3.0,4.0,basic,4.0,7.0,0,2,executive,,0,Divorced,Car Ownership,1 Children
33.0,Self Enquiry,1,300.0,Salaried,female,3.0,4.0,standard,4.0,2.0,0,1,senior manager,516270.0,0,Unmarried,Car Ownership,1 Children
38.0,Company Invited,1,420.0,Salaried,female,3.0,5.0,standard,4.0,3.0,0,1,senior manager,423165.0,0,Divorced,Car Ownership,1 Children
80.0,Self Enquiry,1,600.0,Salaried,female,3.0,4.0,super deluxe,5.0,4.0,0,2,avp,544875.0,0,Divorced,No Car Ownership,1 Children
52.0,Self Enquiry,1,480.0,Salaried,female,3.0,4.0,standard,4.0,5.0,0,1,senior manager,470025.0,0,Married,Car Ownership,No Children
44.0,Self Enquiry,1,480.0,Salaried,male,3.0,4.0,standard,4.0,2.0,1,2,senior manager,436020.0,0,Married,Car Ownership,1 Children
27.0,Self Enquiry,1,1200.0,Small Business,male,4.0,5.0,deluxe,5.0,2.0,0,2,manager,387000.0,0,Married,Car Ownership,3 Children
30.0,Company Invited,3,1080.0,Small Business,female,3.0,4.0,basic,4.0,1.0,0,4,executive,253425.0,1,Unmarried,Car Ownership,2 Children
33.0,Company Invited,2,900.0,Large Business,female,2.0,4.0,standard,4.0,2.0,0,3,senior manager,400000.0,0,Unmarried,Car Ownership,No Children
36.0,Self Enquiry,3,960.0,Small Business,female,2.0,4.0,standard,4.0,2.0,0,4,senior manager,379770.0,0,Unmarried,Car Ownership,No Children
39.0,Self Enquiry,2,900.0,Small Business,male,2.0,4.0,standard,4.0,7.0,0,3,senior manager,404925.0,1,Single,Car Ownership,No Children
30.0,Company Invited,2,720.0,Small Business,female,2.0,4.0,standard,4.0,2.0,0,4,senior manager,398880.0,0,Married,No Car Ownership,No Children
42.0,Company Invited,2,1020.0,Small Business,female,2.0,4.0,basic,4.0,2.0,0,4,executive,330000.0,1,Divorced,Car Ownership,1 Children
25.0,Company Invited,2,960.0,Small Business,male,2.0,4.0,basic,4.0,3.0,0,3,executive,344265.0,0,Divorced,Car Ownership,No Children
47.0,Company Invited,2,360.0,Small Business,male,2.0,4.0,standard,4.0,2.0,0,4,senior manager,406215.0,0,Unmarried,Car Ownership,1 Children
36.0,Self Enquiry,3,1020.0,Small Business,male,2.0,4.0,basic,4.0,5.0,0,4,executive,271485.0,0,Single,No Car Ownership,No Children
39.0,Self Enquiry,3,,Small Business,male,2.0,4.0,basic,4.0,2.0,0,3,executive,311400.0,1,Single,Car Ownership,1 Children
50.0,Self Enquiry,2,780.0,Small Business,female,2.0,4.0,basic,4.0,3.0,0,4,executive,300000.0,0,Single,Car Ownership,No Children
46.0,Self Enquiry,2,840.0,Small Business,female,2.0,4.0,deluxe,4.0,7.0,0,3,manager,331260.0,0,Unmarried,No Car Ownership,1 Children
30.0,Company Invited,3,480.0,Salaried,female,2.0,4.0,super deluxe,4.0,1.0,0,3,avp,416475.0,0,Divorced,Car Ownership,1 Children
46.0,Self Enquiry,3,480.0,Salaried,male,2.0,4.0,standard,5.0,2.0,0,3,senior manager,478620.0,0,Divorced,Car Ownership,No Children
43.0,Self Enquiry,3,960.0,Salaried,male,2.0,4.0,standard,4.0,2.0,0,4,senior manager,317925.0,0,Married,Car Ownership,No Children
40.0,Self Enquiry,2,1140.0,Salaried,female,2.0,4.0,deluxe,4.0,2.0,0,3,manager,268395.0,0,Married,Car Ownership,No Children
37.0,Self Enquiry,2,780.0,Salaried,male,2.0,4.0,deluxe,4.0,3.0,0,4,manager,348885.0,0,Married,Car Ownership,No Children
50.0,Self Enquiry,3,420.0,Salaried,male,2.0,4.0,standard,4.0,2.0,0,3,senior manager,382260.0,0,Married,No Car Ownership,1 Children
54.0,Self Enquiry,3,660.0,Salaried,male,2.0,4.0,standard,4.0,2.0,0,3,senior manager,349680.0,0,Married,Car Ownership,1 Children
23.0,Self Enquiry,2,600.0,Small Business,male,2.0,4.0,basic,4.0,3.0,1,4,executive,252030.0,0,Married,Car Ownership,No Children
110.0,Company Invited,2,420.0,Large Business,male,2.0,4.0,standard,4.0,2.0,1,3,senior manager,500000.0,1,Married,Car Ownership,No Children
54.0,Company Invited,2,420.0,Small Business,female,2.0,4.0,super deluxe,5.0,1.0,1,3,avp,484680.0,0,Married,Car Ownership,No Children
43.0,Self Enquiry,1,600.0,Small Business,male,2.0,4.0,basic,4.0,3.0,0,3,senior manager,451575.0,0,Single,Car Ownership,1 Children
32.0,Company Invited,1,960.0,Small Business,female,2.0,4.0,standard,4.0,2.0,0,4,senior manager,420000.0,0,Unmarried,Car Ownership,No Children
30.0,Self Enquiry,1,600.0,Small Business,female,2.0,4.0,basic,4.0,1.0,0,5,executive,261030.0,0,Married,Car Ownership,No Children
31.0,Self Enquiry,1,720.0,Large Business,male,2.0,4.0,standard,4.0,2.0,0,3,senior manager,382740.0,0,Married,Car Ownership,No Children
19.0,Self Enquiry,1,1560.0,Large Business,male,2.0,4.0,basic,4.0,2.0,0,4,executive,258585.0,1,Single,Car Ownership,1 Children
52.0,Self Enquiry,1,960.0,Salaried,female,2.0,4.0,deluxe,4.0,1.0,0,3,manager,356850.0,0,Married,Car Ownership,No Children
45.0,Self Enquiry,1,480.0,Salaried,male,2.0,4.0,standard,4.0,2.0,0,4,senior manager,375210.0,0,Unmarried,No Car Ownership,1 Children
43.0,Self Enquiry,1,900.0,Salaried,male,2.0,5.0,king,5.0,7.0,0,3,avp,484155.0,0,Married,Car Ownership,1 Children
33.0,Self Enquiry,1,960.0,Salaried,male,2.0,4.0,standard,4.0,2.0,0,4,senior manager,400000.0,0,Unmarried,Car Ownership,No Children
52.0,Company Invited,1,540.0,Salaried,female,2.0,4.0,standard,4.0,4.0,1,4,senior manager,488715.0,0,Unmarried,Car Ownership,No Children
53.0,Self Enquiry,2,1020.0,Salaried,male,3.0,1.0,standard,4.0,6.0,0,2,senior manager,329055.0,0,Married,Car Ownership,2 Children
35.0,Self Enquiry,2,480.0,Small Business,male,2.0,,deluxe,5.0,3.0,0,2,manager,361650.0,0,Unmarried,No Car Ownership,1 Children
41.0,Company Invited,2,900.0,Small Business,male,2.0,2.0,deluxe,4.0,1.0,0,1,manager,336870.0,0,Divorced,Car Ownership,1 Children
120.0,Company Invited,3,1380.0,Small Business,female,2.0,1.0,super deluxe,4.0,2.0,0,2,avp,366330.0,0,Married,Car Ownership,1 Children
28.0,Self Enquiry,1,900.0,Small Business,male,2.0,2.0,basic,4.0,6.0,0,1,executive,270975.0,0,Divorced,Car Ownership,1 Children
39.0,Company Invited,3,,Salaried,male,3.0,1.0,basic,4.0,3.0,0,4,executive,311490.0,1,Married,No Car Ownership,2 Children
30.0,Self Enquiry,3,600.0,Salaried,male,3.0,2.0,deluxe,4.0,1.0,0,3,manager,349515.0,0,Married,Car Ownership,2 Children
30.0,Company Invited,2,480.0,Salaried,male,3.0,5.0,standard,4.0,5.0,0,1,senior manager,380385.0,0,Married,Car Ownership,1 Children
43.0,Self Enquiry,2,600.0,Small Business,male,3.0,5.0,deluxe,5.0,7.0,0,1,manager,400000.0,0,Unmarried,Car Ownership,1 Children
140.0,Self Enquiry,1,360.0,Salaried,male,3.0,5.0,standard,4.0,2.0,0,2,senior manager,380475.0,0,Unmarried,Car Ownership,1 Children
24.0,Self Enquiry,1,660.0,Large Business,male,3.0,5.0,basic,4.0,3.0,0,2,executive,319710.0,0,Married,No Car Ownership,1 Children
50.0,Self Enquiry,1,780.0,Salaried,male,3.0,5.0,standard,4.0,5.0,0,2,avp,470000.0,0,Married,Car Ownership,1 Children
50.0,Self Enquiry,1,780.0,Salaried,female,3.0,5.0,standard,5.0,5.0,0,1,senior manager,503940.0,0,Divorced,Car Ownership,1 Children
40.0,Self Enquiry,2,480.0,Small Business,male,2.0,5.0,standard,4.0,2.0,0,5,senior manager,438210.0,1,Unmarried,Car Ownership,1 Children
42.0,Self Enquiry,2,900.0,Salaried,male,2.0,5.0,standard,4.0,5.0,0,3,senior manager,400000.0,0,Divorced,Car Ownership,1 Children
52.0,Company Invited,3,840.0,Salaried,female,2.0,5.0,deluxe,4.0,2.0,0,4,manager,317940.0,0,Divorced,Car Ownership,1 Children
52.0,Self Enquiry,2,480.0,Large Business,male,3.0,4.0,basic,5.0,2.0,0,2,avp,417315.0,0,Divorced,No Car Ownership,2 Children
49.0,Self Enquiry,2,1860.0,Large Business,female,3.0,4.0,deluxe,4.0,7.0,0,2,manager,400000.0,0,Married,Car Ownership,1 Children
42.0,Self Enquiry,3,720.0,Small Business,male,3.0,4.0,deluxe,5.0,3.0,0,2,manager,365535.0,0,Married,Car Ownership,1 Children
47.0,Self Enquiry,3,420.0,Salaried,male,3.0,5.0,basic,5.0,5.0,0,2,executive,365610.0,0,Unmarried,Car Ownership,2 Children
56.0,Self Enquiry,2,1920.0,Small Business,male,3.0,4.0,deluxe,4.0,2.0,0,2,manager,445905.0,0,Married,Car Ownership,1 Children
39.0,Company Invited,2,780.0,Salaried,female,3.0,4.0,standard,4.0,2.0,0,1,senior manager,288840.0,0,Married,Car Ownership,2 Children
30.0,Self Enquiry,2,420.0,Salaried,male,3.0,4.0,basic,4.0,7.0,0,2,executive,400000.0,0,Divorced,Car Ownership,2 Children
42.0,Self Enquiry,2,360.0,Small Business,male,3.0,4.0,deluxe,5.0,1.0,0,1,manager,346005.0,0,Married,Car Ownership,1 Children
50.0,Company Invited,2,420.0,Small Business,female,3.0,4.0,deluxe,5.0,7.0,0,2,manager,364440.0,0,Single,Car Ownership,2 Children
50.0,Self Enquiry,3,780.0,Large Business,male,3.0,4.0,king,4.0,2.0,0,2,avp,511545.0,0,Married,Car Ownership,2 Children
40.0,Company Invited,3,1800.0,Salaried,male,3.0,4.0,super deluxe,4.0,5.0,0,2,avp,529425.0,0,Unmarried,Car Ownership,1 Children
33.0,Self Enquiry,3,1860.0,Small Business,male,3.0,4.0,deluxe,4.0,3.0,0,2,manager,332025.0,0,Unmarried,Car Ownership,1 Children
40.0,Company Invited,2,600.0,Large Business,male,3.0,5.0,deluxe,4.0,3.0,0,1,manager,361035.0,0,Unmarried,No Car Ownership,2 Children
40.0,Company Invited,2,960.0,Small Business,female,3.0,4.0,deluxe,5.0,3.0,0,2,manager,310000.0,0,Unmarried,Car Ownership,1 Children
25.0,Company Invited,1,540.0,Large Business,female,2.0,5.0,basic,4.0,3.0,0,3,executive,321675.0,1,Married,Car Ownership,1 Children
48.0,Company Invited,1,720.0,Salaried,male,2.0,5.0,standard,4.0,5.0,0,3,senior manager,392655.0,0,Married,Car Ownership,1 Children
36.0,Company Invited,1,420.0,Salaried,female,2.0,5.0,deluxe,4.0,3.0,1,3,manager,355005.0,0,Married,Car Ownership,1 Children
55.0,Self Enquiry,2,660.0,Small Business,female,3.0,4.0,super deluxe,5.0,6.0,1,1,avp,503895.0,0,Married,Car Ownership,2 Children
55.0,Self Enquiry,1,420.0,Small Business,male,3.0,5.0,basic,4.0,7.0,0,2,executive,320000.0,1,Married,Car Ownership,1 Children
48.0,Company Invited,1,480.0,Salaried,male,3.0,4.0,standard,4.0,7.0,0,2,senior manager,432735.0,1,Married,Car Ownership,2 Children
30.0,Company Invited,1,360.0,Large Business,female,3.0,4.0,standard,4.0,5.0,0,2,senior manager,374760.0,0,Married,Car Ownership,2 Children
29.0,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,basic,4.0,3.0,0,2,executive,320000.0,0,Single,Car Ownership,1 Children
59.0,Self Enquiry,1,900.0,Small Business,male,3.0,4.0,super deluxe,4.0,1.0,0,1,avp,420000.0,0,Divorced,No Car Ownership,2 Children
